"","user_name","cvtd_timestamp","new_window","classe","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27"
"64","carlitos","05/12/2011 11:23","no","A",-4.189929049995,-0.663112907583671,-3.67537731499006,0.902225547216193,1.36276327191129,1.88104731282097,-0.00704782354616982,2.94136698487955,-0.215858702583169,0.453507018477782,0.928632160224723,0.831965167554772,1.71277265952845,2.93099641472199,-0.841942322474724,-0.197624987302431,-0.56704248526121,0.490908013682674,0.617116823677956,0.34187614432314,0.750419278093821,1.17427406586754,0.672130920678644,0.385813502555506,0.401732463370533,-0.348438949053432,-0.0837133963972266
"65","carlitos","05/12/2011 11:23","no","A",-4.1783985461555,-0.655518778013445,-3.6543644831334,0.896295582082043,1.29428972662954,1.83257022950904,0.00701131655633193,2.96124206474234,-0.166425110374251,0.419754500273327,0.972309073201158,0.808153881865447,1.81730191446376,2.90862301987443,-0.902042088304648,-0.186158056182995,-0.60715465491562,0.479588047687482,0.613218353695448,0.310144035247484,0.837488417314922,1.14890969552537,0.668715054407219,0.404871654102715,0.415166196069639,-0.364618817089148,-0.0816350587731636
"82","carlitos","05/12/2011 11:23","no","A",-4.19620209672152,-0.645728272454974,-3.60362455687992,0.875015665763092,1.19280678574986,1.83538943660482,0.0205047931110718,2.9402425424668,-0.168881617783777,0.438433464492427,0.877393517743504,0.880696691161272,1.73246380869534,3.3565276306302,0.277445048838701,-0.193933429131006,-0.495239594835648,0.544254462403206,0.623999915841221,0.278260104249826,0.846091522874414,1.17173941828129,0.66440653126105,0.469514617899796,0.417935650623953,-0.322908002559954,-0.103644376834547
"88","carlitos","05/12/2011 11:23","no","A",-4.17725744340533,-0.632228078897107,-3.65128505846548,0.887680940616417,1.27139588919776,1.85151164456568,0.0187907755077977,2.96348947011835,-0.159758689317789,0.4198943428563,0.945301812949317,0.8185184878397,1.80080173429184,2.95881310294106,-0.788611711934402,-0.202504605806979,-0.603599090373674,0.485156361874918,0.592586602265749,0.318716417709484,0.792712308763482,1.14530479879003,0.648344810959113,0.43705597233615,0.417248436060823,-0.345190431087677,-0.103319841281284
"89","carlitos","05/12/2011 11:23","no","A",-4.14867731465729,-0.628563192109695,-3.64133746305045,0.896178497134915,1.24046430267397,1.87158077023549,-0.011858006207764,2.97000324919464,-0.132902720788775,0.437627595302199,0.964511324926845,0.796809227882853,1.86111813268487,2.88157240561684,-0.982042392515902,-0.192401647340724,-0.643137228609414,0.469880651419128,0.562014121060975,0.321780212625654,0.810916241744469,1.11850454170108,0.644901033534445,0.421289269716524,0.428735422162585,-0.353197212087594,-0.101764427011094
"93","carlitos","05/12/2011 11:23","no","A",-4.1619264864,-0.6341454991912,-3.59705742984908,0.885401700203432,1.25661489539575,1.83470273903917,-0.00670234074894807,2.97559451483788,-0.142417251766401,0.438799834974478,0.990179806689003,0.755108242949264,1.95427991352606,2.71373716283664,-1.39088734500615,-0.186345943783132,-0.687644483397816,0.441291876606184,0.550197893649509,0.300859851939334,0.816607557340049,1.110928487241,0.646968491298384,0.424969668658188,0.432563985958191,-0.361269678824811,-0.106646934828501
"96","carlitos","05/12/2011 11:23","no","A",-4.19495336424193,-0.659902447984901,-3.65649329856784,0.889530306944816,1.37013248808359,1.92383590026272,-0.0328648337119119,2.92539762586485,-0.213823757702941,0.471892595153669,0.979657558414148,0.809525552318556,1.8088924375362,2.61378035824931,-1.60096001150994,-0.213272597453089,-0.709911149333915,0.460976443091138,0.52312676249073,0.350654044350958,0.664693082855068,1.15895284077633,0.639558575842937,0.446103937286969,0.41969105939907,-0.330340715004235,-0.114255694589964
"97","carlitos","05/12/2011 11:23","no","A",-4.2089427685497,-0.647830873024866,-3.63414046798589,0.882116571875847,1.32266287812516,1.8444335894169,0.00451304043751018,2.9455224294839,-0.196005022092878,0.425616334788911,0.981326590781318,0.77672909162672,1.83393906574939,2.62374076488659,-1.63345973376878,-0.207144603919359,-0.684718837410919,0.449369745310381,0.560760276544475,0.342466876941422,0.708607288990209,1.16217010281553,0.614202314453529,0.428277601793551,0.423010407114588,-0.348785107604799,-0.0752391833667351
"99","carlitos","05/12/2011 11:23","no","A",-4.19735237147712,-0.655918052458373,-3.65763011830485,0.90157188060269,1.30483463545107,1.86202152117838,0.0164708883344321,2.93992007859085,-0.153755212647768,0.47028541223609,1.00857350946162,0.769648447394164,1.94251580191001,2.53518214428142,-1.86560320570681,-0.200379170815904,-0.709552223245801,0.416036342424143,0.556154065329391,0.365705287634795,0.737645620501353,1.12484802338754,0.619644407772615,0.494885064449326,0.42648617420999,-0.325735091819154,-0.0950281725647522
"101","carlitos","05/12/2011 11:23","no","A",-4.19779447292216,-0.638276558516406,-3.66507198452114,0.911903465338293,1.29947709408006,1.92011247125863,0.00131663519176279,2.8980393191237,-0.197689807468373,0.50157572313777,0.846293206229265,0.943707488301047,1.59400227289832,3.50819894020204,0.686933858037585,-0.205398412002232,-0.488536716396492,0.607112219202856,0.610055027117238,0.357949130810588,0.794747999017073,1.17392643860077,0.658623927932942,0.485794227464898,0.412786364790444,-0.299164933884342,-0.113790478732938
"102","carlitos","05/12/2011 11:23","no","A",-4.21129161627446,-0.681477303159445,-3.63530843897073,0.890163244295964,1.29628904700776,1.88265834963876,0.0167581307797636,2.91934818019549,-0.207797917790257,0.466583795871261,0.840190571682729,0.951953612521294,1.56856081214797,3.50073377036862,0.639321473421875,-0.203976983693367,-0.485007453358909,0.606382552364936,0.625976795037636,0.339170164592198,0.795842800484176,1.181447249546,0.637146420824732,0.464064589751038,0.391736881700577,-0.294541535168103,-0.108801501069471
"104","carlitos","05/12/2011 11:23","no","A",-4.23726234722032,-0.642421562585368,-3.64287391705835,0.912477699958248,1.37898494254934,1.9497917691366,-0.00349768805035575,2.89450930847083,-0.237066714233311,0.493504538256898,0.831873497141042,0.960166754023983,1.51427595588899,3.42424391872977,0.420015834743852,-0.224141812149781,-0.47290338697135,0.598635883111645,0.613349039188746,0.363120330727422,0.705832974696164,1.18603972730949,0.647604369392594,0.446619978492372,0.385001277541639,-0.27128966457279,-0.0985136927288335
"107","carlitos","05/12/2011 11:23","no","A",-4.21075099494659,-0.716931715587995,-3.63644929085968,0.884471566816623,1.34167894166611,1.9630489878838,-0.0141804293807149,2.90834817089255,-0.215455990467859,0.503648477527479,0.821020954699782,0.940512201916475,1.57415401100043,3.30792962461826,0.146720754380363,-0.209568613998849,-0.389280486305585,0.487400705996658,0.657836631339409,0.342250127895404,0.705853531297272,1.19064468822773,0.646353751583166,0.462542660673368,0.396557073986722,-0.286920115476347,-0.126287681140069
"110","carlitos","05/12/2011 11:23","no","A",-4.20068237058895,-0.667579523309511,-3.63515981497513,0.893279509342311,1.25152124197354,1.86256056321218,0.0254057234697975,2.9366056652555,-0.181988437354525,0.450228382080074,0.904124909788837,0.863495562533078,1.73915442754015,3.21906578240705,-0.0938156124068796,-0.203202233173808,-0.565106726126881,0.523006039165026,0.590384032038094,0.322941741715415,0.81280476657909,1.14359206903242,0.621225454871591,0.470254905682759,0.416562009671005,-0.321047017161394,-0.107763405354705
"111","carlitos","05/12/2011 11:23","no","A",-4.24664355170674,-0.64782708728637,-3.63293464863198,0.89160526466198,1.31774370558968,1.8943703123286,0.0140333239695748,2.9069682187207,-0.207143279353464,0.464705524940913,0.886751611933183,0.886047522723291,1.60350046273132,3.20086685060313,-0.172325355871545,-0.218364364932437,-0.547722521142805,0.566927171239193,0.595314509443914,0.345548470428213,0.722926143767451,1.20631856632146,0.618491732989976,0.443533350625029,0.398308487828506,-0.300403560335439,-0.0966400057228718
"115","carlitos","05/12/2011 11:23","no","A",-4.21206100830137,-0.607915189652179,-3.64792195170969,0.881827499717319,1.31362836992111,1.8517491889945,-0.0080550417373255,2.94256004203311,-0.161639736050982,0.471802179686861,0.931916627578253,0.824458511552816,1.86733108312662,2.97792428514692,-0.879914444931537,-0.259136423581996,-0.533828515677449,0.422175838289686,0.594948317095702,0.325220330918379,0.773831586467026,1.1632687352082,0.63617764302948,0.393927793920309,0.414778113169112,-0.356330436878311,-0.0847391284155352
"116","carlitos","05/12/2011 11:23","no","A",-4.24405395648273,-0.627387785823951,-3.64359736552895,0.89564054397252,1.34213068399452,1.86613820198299,-0.00677648966522009,2.92988919496414,-0.176896095629985,0.442015116341782,0.908070226150731,0.85783422645694,1.78948589650678,2.93168090215044,-0.917388407560992,-0.203119346072683,-0.482983197494974,0.416978247743534,0.667760881772169,0.359879726700544,0.780644192112511,1.16068065898814,0.585264872915403,0.455299028119553,0.402002574644708,-0.316306216642472,-0.0392798776513395
"117","carlitos","05/12/2011 11:23","no","A",-4.20025660290685,-0.660201801069135,-3.62053460629902,0.894023021157919,1.35473943894718,1.88524212417846,-0.00942326969457154,2.9434136195739,-0.174627206982744,0.450668634326635,0.934181672849546,0.835830877268115,1.80046480327803,2.90513436891126,-0.967191333638084,-0.203877731099744,-0.560702149381891,0.43242197850829,0.607273557628274,0.34775659128463,0.763280588418954,1.13759884821871,0.616810638974886,0.46857807084745,0.409259677404035,-0.32513724775035,-0.0828889744604998
"122","carlitos","05/12/2011 11:23","no","A",-4.18937946981053,-0.635600019731658,-3.64887656790395,0.921328882767647,1.36941682409875,1.89397090089646,-0.0112881950162416,2.93224839820378,-0.216102752128365,0.465434643437492,0.973813163520404,0.807993707701501,1.81535546599205,2.68217110798166,-1.50537547995329,-0.243112414524912,-0.742204087169513,0.47858617960408,0.524455719257045,0.357220933629627,0.691448380589345,1.15400616981303,0.604624325999249,0.436126600964377,0.410389356709065,-0.343323021423655,-0.0615478789483373
"125","carlitos","05/12/2011 11:23","no","A",-4.18491447897439,-0.745134452664751,-3.62565559159081,0.903211128178415,1.3836083333059,1.92542522105713,-0.0154763709836089,2.93015957363242,-0.20794475182808,0.491655328544518,0.954106298680174,0.7661161102719,1.86733749962595,2.45996866266776,-2.05072714263582,-0.216160145264273,-0.605550213735064,0.320625878722702,0.590260009847264,0.357460593765476,0.640655407126387,1.16427461030118,0.595377367664275,0.440931516006034,0.420125830607074,-0.298161060821959,-0.103131248250166
"139","carlitos","05/12/2011 11:23","no","A",-4.14192147288196,-0.729715246604742,-3.61403198570517,0.895082593898316,1.30270816014421,1.86374502997159,-0.0102559509434902,2.99817736070725,-0.121420896989906,0.443830626840363,0.947593613420418,0.743938245669211,1.95796993841219,2.71217935106359,-1.50079306749344,-0.209904085645209,-0.588273805214547,0.318235835760186,0.597627883178297,0.319507713781875,0.772367294703273,1.11723704620007,0.591202511507637,0.461118059014244,0.453234386496131,-0.369743570599662,-0.102068136071621
"140","carlitos","05/12/2011 11:23","no","A",-4.1466979167603,-0.66837849069657,-3.63580793037534,0.902579445731787,1.30688696232353,1.82850371431277,0.0172730169046283,2.99875872522198,-0.136814948554339,0.404138455903113,0.981524737779345,0.748699806149326,1.94918443151249,2.69695234140865,-1.59129641458873,-0.231844456931794,-0.701493509853268,0.383615408221389,0.557855655331577,0.306312540393463,0.789025355745951,1.11499077863239,0.566826711038976,0.455799421890898,0.418564738918594,-0.358153305180356,-0.110554539602092
"146","carlitos","05/12/2011 11:23","no","A",-4.18814893267911,-0.680467453947135,-3.62930806036294,0.896949395469527,1.35005778701694,1.84249151850629,0.0203643820799933,2.99545806454397,-0.128401645610587,0.431822960659079,1.01082881856489,0.699088580347141,2.00758102496267,2.41024480772568,-2.32872750715877,-0.232224026109656,-0.792142630185064,0.346357036509842,0.52777871589115,0.322202567548047,0.748398273707563,1.11574671343442,0.542827115430146,0.442009585963041,0.406891834737955,-0.300755031343031,-0.16335035541474
"149","carlitos","05/12/2011 11:23","no","A",-4.18219725670147,-0.70930466855697,-3.63113748585884,0.90792172952817,1.31774748782756,1.86106277812642,0.0311148292066344,2.93496902957161,-0.18895659919964,0.443502945026117,0.874761679373916,0.888369573945366,1.6760695702586,3.34357724275076,0.150377648965522,-0.232996457526584,-0.600905155757653,0.540546800151023,0.581043095097129,0.311204280927206,0.824822394038853,1.16509818797662,0.560546061328352,0.475862191302534,0.408959406286091,-0.319931786354542,-0.105208162990874
"154","carlitos","05/12/2011 11:23","no","A",-2.26477357014356,0.702329956088053,-2.1424224591379,0.747297355590828,0.0671794217214501,2.14647414936066,-0.468876121804795,1.58349151343231,-2.96090326263115,2.64022839067497,-0.00396635582879098,0.451408745355903,2.0841586263741,2.29534985452922,-0.0324647246626333,-0.182832089420183,-0.467686951217714,0.927826078025869,0.15936825882501,0.170791354232236,0.505332699749598,0.763006262044483,0.127354428845641,-0.168888625818839,-0.71751200485583,0.0692574838700257,0.428191212633273
"155","carlitos","05/12/2011 11:23","no","A",-2.13330183547835,0.865463767048272,-2.0314563717779,0.774161203024191,0.00686550385886298,2.06549314489953,-0.425885662472572,1.38299887803137,-3.35522800657297,2.70101777619599,-0.00610849833764291,0.0818735370178624,2.20874065536271,2.25774197720011,-0.268260526208762,-0.166018744791004,-0.436879525664973,0.74690887781006,0.226578774204633,0.0758327823246076,0.570556662349118,0.716831671947228,0.224284372975872,-0.0591605388503982,-0.660682304168356,0.0541988419415403,0.445573447945591
"157","carlitos","05/12/2011 11:23","no","A",-2.22297599349855,0.869060437232057,-2.0796720701337,0.793656194925741,0.0803354583530384,2.05065985371376,-0.414190586840484,1.40761662554277,-3.29491322965501,2.65266201928624,0.0721188168119015,0.133921371328487,2.17221033879507,2.13853939458127,-0.588241641828814,-0.188624370671868,-0.616475841696251,0.85014172461047,0.161447996659012,0.111651192901422,0.55728225840798,0.720787861986197,0.214976285106883,-0.0567156726011371,-0.660968953581962,0.0710924031840836,0.464166591163907
"162","carlitos","05/12/2011 11:23","no","A",-2.27944227323374,0.773262687662137,-2.05050671416135,0.692365835755364,0.0999158146112748,1.96648356984642,-0.317736247737271,1.35582976299401,-3.41703020145887,2.57691511686226,0.133411561355004,-0.194136581768229,2.31804676420455,1.73729405956937,-1.76513145044202,-0.15024175883894,-0.559615725835662,0.583162527184455,0.224354508497664,0.133788020642348,0.552808889485956,0.713509064141217,0.286550406875696,0.109164378238848,-0.559684806295461,0.10588412397016,0.318476271225628
"165","carlitos","05/12/2011 11:23","yes","A",-2.29961491695776,0.786276078527163,-2.04205654051165,0.659618801530458,0.100278932500422,1.98119263874348,-0.336722263082778,1.24552501300211,-3.58291534275317,2.62739888625564,0.110447942906256,-0.23262343701931,2.26224594936423,1.56422636870054,-2.14816439527794,-0.146650133692459,-0.561516678291784,0.595833859476081,0.206394308615949,0.184182940452611,0.517673140245759,0.770418834119414,0.251472740200531,0.142271820723504,-0.543974512330599,0.0533422765384684,0.366857966033345
"171","pedro","05/12/2011 14:22","no","A",4.07559587071933,2.71427458862678,-4.05897996989644,0.631593790158746,-0.721094308203876,-1.33281855293138,-0.146635741718396,2.42351986805592,-1.02293814294087,0.825655888779406,0.0771767919580672,-0.450085405402281,0.322768594057342,0.535430919156252,0.583404271986958,0.613993552095258,-0.242076671969117,-1.902829120846,-1.60482517712924,0.750630067998514,0.762456877021933,0.754326627836843,-0.483617931507238,-0.392491570671748,-1.53466574524272,0.282974130020622,1.02204378186151
"172","pedro","05/12/2011 14:22","no","A",3.96006671230774,2.71496785590604,-4.05958508493047,0.646648402114735,-0.699631025365922,-1.32759577445501,-0.103062115733812,2.40779465772842,-1.02196179126597,0.729903357662128,0.120047945294819,-0.60060010998078,0.274460256715094,0.582331772887787,0.508912132976307,0.56973086301829,-0.344317375896528,-2.01353685859641,-1.48356634051532,0.529710217952995,0.722763851296552,0.811671236262617,-0.218045617206038,0.0580643420100614,-1.38693667302381,0.42276849878972,0.924130293380522
"180","pedro","05/12/2011 14:22","no","A",3.84723240599979,2.7866111849764,-4.01215607587236,0.770404720275398,-0.573708371467547,-1.41013601506979,-0.0385288172951594,2.23103835246254,-1.28269137005364,0.607912311558665,0.26753986663109,-1.05679760773696,0.389946245062416,0.0571228848015648,-1.25120793396646,0.526316289466249,-0.481793039987978,-2.22989711252908,-1.40653775291716,0.494602918125147,0.613704805589313,0.805503348688429,-0.0235109666263435,0.221554365333954,-1.23129481373733,0.526809517124715,1.00439128200761
"183","pedro","05/12/2011 14:22","no","A",3.80561179402056,2.69141396944034,-3.92836689361036,0.63625613780861,-0.740995748948363,-1.23328406555484,-0.190579600676545,2.3304510578886,-1.06333648042254,0.822029372124409,0.00100660842379963,-0.498329323778779,-0.00201162779496705,0.9283328580128,1.39028237138994,0.557594815378254,-0.227825951922478,-1.80055060484155,-1.50292100600737,0.521438681909686,0.590125692253815,1.00231948880144,-0.203023885751857,0.0958279687913075,-1.38278793877793,0.477247863700058,0.932582435328903
"193","pedro","05/12/2011 14:22","no","A",3.84556793017736,2.66091106777347,-4.00868147574761,0.650258834972333,-0.664416600203177,-1.29294774333283,-0.139818932829986,2.35916308584747,-1.04511818202138,0.716218616136436,0.113163538312196,-0.598846959988091,0.0479413532202669,0.690884135319255,0.576098391741113,0.545054064375433,-0.292845952631357,-1.85082942046902,-1.50489691825254,0.615183678215753,0.615066082695386,0.979084291170122,-0.172146567201666,0.249809259499987,-1.38782473966256,0.440341619165666,0.826256932969574
"194","pedro","05/12/2011 14:22","no","A",3.84377164338398,2.66052645332784,-4.02437820406533,0.653778664757053,-0.68969454639886,-1.2878914623683,-0.162355617848153,2.36000731431248,-0.969771621042366,0.736625811641149,0.125665720719216,-0.571431640033963,0.148343669195979,0.71445618554367,0.531116141068391,0.508373740724572,-0.231269682761857,-1.89620159758294,-1.50387969538379,0.592904842368637,0.69810811082861,0.974891169535536,-0.170415829983427,0.140366474713743,-1.37966055956788,0.408455851467438,0.846302112386562
"197","pedro","05/12/2011 14:22","no","A",3.76725908523106,2.56565776669503,-4.06377989483935,0.655042480780875,-0.597959016994452,-1.20028793062324,-0.211265996538729,2.37477452795444,-0.930681557134832,0.701430940979969,0.141827683518377,-0.619104521467806,0.0917603371046589,0.468041148220437,-0.112019423694843,0.527273452175643,-0.348854232288138,-1.95238986784865,-1.49599319180071,0.545613917226806,0.539609293556862,1.00462077172338,-0.0524139458221573,0.328244733515261,-1.29542963408591,0.338539697078513,0.877465840821806
"199","pedro","05/12/2011 14:22","no","A",3.89029487613827,2.70298433713858,-3.97023779593613,0.611273618848828,-0.76857981729638,-1.33938869255423,-0.181208699879435,2.45346246882685,-0.861907881470948,0.756010696216886,0.169874880135537,-0.621339748749415,0.242702156920318,0.428070112728658,-0.23416843350231,0.508625412868478,-0.28165526415671,-1.87350772716188,-1.55009776005084,0.576793093439538,0.634367786157212,1.00585368523302,-0.170359505113032,0.100177354122258,-1.37832094358916,0.397390219102081,0.870191540859489
"203","pedro","05/12/2011 14:22","no","A",3.79676815072726,2.61266557455579,-3.9869265921902,0.595233402186658,-0.707481633455217,-1.2770235890048,-0.190919778374507,2.38837278421234,-0.943161740369629,0.721892244271408,0.206225269020887,-0.660863035495469,0.238169244185776,0.115451267715657,-0.899777848709997,0.547410691566071,-0.380169283694854,-1.92077375457333,-1.52067512247098,0.569987438753845,0.525355239844643,0.999761300889079,-0.143196478507841,0.25102844784334,-1.35233683523012,0.455754323769419,0.921002767242021
"204","pedro","05/12/2011 14:22","no","A",3.82352178738261,2.62198556118545,-3.96508365527057,0.610789579534943,-0.704372405213911,-1.31046936102807,-0.153465031014202,2.37205795458662,-1.02156342916218,0.7175382466932,0.210422056901888,-0.7898944955355,0.258457480873546,0.07713083967866,-1.06562311902624,0.56974353307863,-0.405668140052106,-1.95320331542421,-1.52024056449539,0.563642303920751,0.546650718230366,0.963462571922046,-0.143051613170643,0.191705902544537,-1.36322200995379,0.468069063422706,0.91206467622373
